Hugo_Symbol	Entrez_Gene_Id	TCGA-W5-AA2I-11	TCGA-W5-AA2Q-11	TCGA-W5-AA2R-11	TCGA-W5-AA2U-11	TCGA-W5-AA2X-11	TCGA-W5-AA30-11	TCGA-W5-AA31-11	TCGA-W5-AA34-11	TCGA-ZU-A8S4-11
ABCD2	225	-1.7802	0.1657	0.4344	-0.1285	0.6104	1.4651	-0.4078	-1.373	1.0137
ABCD3	5825	-0.3806	-1.3703	1.621	-0.0033	-0.131	-1.4917	0.5633	1.3308	-0.1382
ABCD4	5826	-0.1835	0.1915	-0.6617	-0.1286	-1.8004	0.8774	2.0829	-0.3536	-0.024
ABCE1	6059	-0.6663	-1.4657	2.4552	-0.2655	-0.1731	-0.1689	0.0572	0.4465	-0.2193
ABCF1	23	0.7727	-1.1921	1.0123	0.4616	-0.2725	-0.8073	1.8042	-1.1897	-0.5892
ABCF2	10061	0.6516	-1.2351	0.4384	-1.5469	1.6134	0.1926	-0.9001	-0.2009	0.987
ABCF3	55324	1.3363	-0.8075	-1.3586	0.8686	0.7686	-1.1032	-0.852	-0.0463	1.1942
ABCG1	9619	-1.6585	1.7641	-0.864	-1.1408	0.5279	0.5114	-0.138	0.3717	0.6262
ABCG2	9429	0.0919	0.2357	-0.0588	1.5588	-1.6895	-0.1194	1.0476	0.4589	-1.5251
ABCG4	64137	-0.2653	-2.9475	-2.9475	-1.5332	-0.7909	1.3438	-0.4681	0.3773	1.3364
ABCG5	64240	1.025	0.3798	-1.7995	1.7083	-0.6098	0.3584	0.271	-0.9715	-0.3618
ABCG8	64241	0.5106	-0.0917	-1.803	1.0397	-1.6038	-0.0605	1.162	0.663	0.1836
ABHD10	55347	0.9603	-1.1688	-1.1564	0.3201	-0.3194	-0.9189	0.3926	2.0372	-0.1466
ABHD11	83451	-0.2182	0.4771	-1.2686	1.118	1.2736	1.1436	-1.2011	-1.2171	-0.1073
ABHD12	26090	1.4008	0.6791	-1.3248	1.2979	-0.3382	0.4536	0.0388	-0.6682	-1.539
ABHD12B	145447	-1.1052	-0.6638	-3.2289	-1.0082	-1.0762	1.0725	1.3105	0.4077	1.0627
ABHD13	84945	-0.9376	-0.7991	0.9506	-1.1836	1.0089	-0.6679	-0.0922	1.9151	-0.1942
ABHD14A	25864	1.1014	0.9817	-0.7269	1.1049	-0.4744	1.1442	-1.4546	-0.7407	-0.9357
ABHD14B	84836	1.5118	-1.4087	-1.7548	0.4177	-0.4547	-0.0606	0.2477	0.5543	0.9473
ABHD15	116236	0.8099	-1.1364	-0.7522	0.9716	-0.7271	0.8623	0.7445	0.9209	-1.6936
ABHD1	84696	1.8269	0.3235	-0.8871	-0.904	0.4022	-1.6798	-0.2302	0.2153	0.9332
ABHD2	11057	0.3392	-1.1124	1.2087	-1.4369	-0.0863	-1.1059	0.101	0.4583	1.6343
ABHD3	171586	-0.1583	-2.323	0.2699	1.0374	0.2522	1.1026	0.7102	-0.7981	-0.0928
ABHD4	63874	-0.4552	0.3656	-1.7663	0.364	0.9028	0.6593	1.2906	0.2041	-1.5651
ABHD5	51099	-0.823	0.2723	1.6395	-1.3762	0.1108	-1.4833	1.1507	0.2404	0.2687
ABHD6	57406	0.6782	-1.4283	0.6747	-1.9584	0.1307	0.0887	1.1834	0.8564	-0.2252
ABHD8	79575	1.8707	1.3773	-0.9302	-0.6077	-0.4577	-0.9274	0.737	-0.2208	-0.8411
ABI1	10006	-1.8467	-0.6195	0.4147	0.6816	0.5624	1.5038	-0.015	0.5973	-1.2786
ABI2	10152	-1.0781	0.0417	-0.3403	0.3415	1.3361	1.969	-0.7591	-0.421	-1.0899
ABI3	51225	-1.147	1.7736	-0.4215	0.0145	0.3947	0.795	-0.3355	-1.7377	0.6639
ABI3BP	25890	-0.1131	1.3191	-1.0246	-0.3102	1.2263	1.0893	0.3146	-1.5534	-0.948
ABL1	25	-1.2364	1.1616	0.1555	-0.5325	1.3057	0.3686	-1.5515	1.0341	-0.7051
ABL2	27	-1.7318	-0.0648	0.3416	1.4663	0.9292	0.8844	-0.0017	-0.4519	-1.3713
ABLIM1	3983	-0.63	-1.1124	1.9825	-0.8848	0.7711	-0.3869	-0.5497	-0.3942	1.2044
ABLIM2	84448	-0.7747	0.4778	-0.3647	-0.3107	0.8253	2.1118	-0.5351	-1.5788	0.1491
ABLIM3	22885	-0.7864	-1.0508	1.1974	-0.2362	0.6031	0.1169	-0.9189	-0.8747	1.9496
ABO	28	-3.1453	1.0614	-0.4024	-1.6182	1.4504	0.971	-0.0237	-0.6445	-0.7939
ABP1	26	0.7871	0.9588	0.7112	-1.6112	0.3512	0.6189	0.7418	-1.4049	-1.1529
ABR	29	-1.1215	1.0781	-1.0136	0.3146	1.2743	1.1907	-0.4331	-1.4793	0.1898
ABRA	137735	1.0	-19.1336	-19.1336	-19.1336	-19.1336	-19.1336	-1.0	-19.1336	-19.1336
ABT1	29777	-1.5693	1.9574	0.8222	0.9333	-0.1929	-0.3337	-0.4992	-0.8202	-0.2977
ABTB1	80325	0.619	1.6639	-1.363	0.1032	0.97	0.5146	-1.2268	-1.1142	-0.1667
ABTB2	25841	1.3585	-0.7517	0.8685	-0.6504	-0.6498	-1.932	0.7246	0.2005	0.8317
ACAA1	30	2.5953	-0.5575	-0.408	-0.5819	-0.695	-0.5307	0.6583	0.0195	-0.4999
ACAA2	10449	1.4047	-1.8733	1.1331	0.3276	-0.9606	-0.5074	0.159	-0.5013	0.8183
ACACA	31	0.8494	-0.654	-0.2777	-2.0455	0.4918	0.6969	1.2739	0.6017	-0.9365
ACACB	32	1.5166	-0.7497	-0.4538	-1.003	-0.7891	-1.2134	1.0271	0.3915	1.2738
ACAD10	80724	-0.6752	0.4232	-0.8318	-1.4138	-0.3588	-0.9072	1.2651	1.2306	1.2679
ACAD11	84129	1.021	-2.094	0.9862	-0.4916	-0.3682	-0.4022	1.4292	0.0478	-0.1283
ACAD8	27034	1.173	-0.6206	-1.4778	-1.1802	-0.0895	-0.0078	0.5026	1.8391	-0.1388
ACAD9	28976	1.2604	-0.079	-2.1455	-0.4479	0.9379	0.0079	1.1033	-0.7068	0.0697
ACADL	33	0.4419	-2.1126	-0.919	0.5877	1.0702	-0.3529	0.6375	1.1193	-0.4719
ACADM	34	-0.092	-1.7066	0.1438	-0.2521	-1.0412	-0.349	1.4141	0.2288	1.6543
ACADS	35	0.898	0.5657	-0.2716	-0.9442	-1.3461	-1.3803	0.7146	0.1319	1.6319
ACADSB	36	-0.9324	-1.2145	0.2084	1.9993	-0.7317	0.0991	1.281	-0.0566	-0.6525
ACADVL	37	0.9062	-0.2743	0.2278	2.0086	-0.1949	0.161	-1.2512	-0.0384	-1.5448
ACAN	176	-1.2879	-0.1265	-0.7456	-0.6393	0.8116	0.7019	1.9434	-1.9055	-0.6575
ACAP1	9744	-1.59	1.5513	-0.321	0.0557	0.9551	1.2559	-0.9632	-0.6914	-0.2525
ACAP2	23527	-1.4276	-0.8032	-1.4099	-0.0386	0.263	1.1804	1.0441	1.3255	-0.1336
ACAP3	116983	0.825	1.1791	0.3898	-1.3557	1.2497	-0.2846	-0.1268	-0.0665	-1.81
ACAT1	38	0.431	-0.9449	-0.1687	-0.7115	-0.7825	-1.0986	0.3625	0.6837	2.229
ACAT2	39	0.4315	-0.2161	0.2358	-0.4088	-0.9252	1.7601	0.6967	0.4102	-1.9842
ACBD3	64746	-1.997	-1.0834	1.743	0.269	0.0734	-0.1487	-0.0165	0.4637	0.6964
ACBD4	79777	1.9378	-1.0078	-0.3774	0.6052	-0.6986	0.1806	1.2078	-0.7931	-1.0546
ACBD5	91452	0.6633	-0.2665	-1.5615	1.0898	-0.9396	-1.0772	1.1401	1.2063	-0.2546
ACBD6	84320	0.9553	0.7852	-2.1041	0.4737	-0.9364	0.5555	-0.9304	0.7539	0.4473
ACBD7	414149	0.4312	0.6587	-1.8512	-0.0792	-1.6789	1.2006	0.6359	0.1842	0.4987
ACCN1	40	-1.9571	1.3574	-1.0224	-1.9571	-1.9571	-0.3349	-1.9571	-1.9571	-1.9571
ACCN2	41	0.4583	1.4482	-1.7642	-0.0433	0.3146	1.236	-0.849	0.2744	-1.0751
ACCN3	9311	1.482	-1.2834	0.8218	0.6837	0.5825	-0.0247	0.2095	-0.6991	-1.7723
ACCN4	55515	1.0	-3.1864	-3.1864	-3.1864	-3.1864	-3.1864	-3.1864	-1.0	-3.1864
ACCN5	51802	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACCS	84680	0.3974	0.5661	-0.7149	-1.4872	1.7956	-0.4665	1.2222	-0.6833	-0.6295
ACCSL	390110	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACD	65057	-0.3101	0.7926	-1.5731	1.246	1.1417	0.2244	-1.6291	-0.289	0.3965
ACE	1636	-1.5479	1.4576	-0.6771	0.9475	0.838	0.8482	-0.2081	-1.2056	-0.4525
ACE2	59272	0.4381	-1.5498	-1.0067	-1.0276	-0.141	0.374	1.3632	1.5225	0.0274
ACER1	125981	1.8052	-0.6688	-1.0019	-2.1173	-0.9017	-2.1173	0.0811	-2.1173	0.6861
ACER2	340485	-1.6251	-0.5105	2.1562	0.0464	0.3749	-1.055	0.0651	0.1341	0.414
ACER3	55331	0.9373	-0.412	-1.2161	-1.6459	0.1975	-0.0687	1.4304	1.217	-0.4394
ACHE	43	0.7769	0.4813	0.5865	-0.3063	0.9106	0.8511	0.1997	-1.6821	-1.8177
ACIN1	22985	-0.1092	0.3838	-1.947	0.2938	1.7815	0.8884	0.0279	-0.4051	-0.9141
ACLY	47	-0.0925	-0.2606	-0.0982	-2.1051	1.1436	1.4456	0.5153	0.3044	-0.8524
ACMSD	130013	1.3595	-1.9705	-0.6747	1.4068	-0.6505	0.0239	0.4897	-0.2845	0.3002
ACN9	57001	1.8946	-1.6268	-0.3807	0.0883	0.0269	-1.3055	0.0146	0.8389	0.4497
ACO1	48	0.4997	-1.6449	-0.133	-0.4722	-0.9676	0.3774	1.9426	0.8593	-0.4614
ACO2	50	0.9449	-0.7916	-1.2762	-0.2694	-0.1065	-0.0156	-0.7494	2.2816	-0.0178
ACOT11	26027	2.1894	-0.6066	-0.9951	0.8588	-0.7772	-0.0542	-0.0398	-1.1051	0.5299
ACOT12	134526	0.9381	0.22	-0.0778	-0.187	0.0045	-2.4	-0.481	1.1825	0.8006
ACOT13	55856	1.5506	-1.3598	-1.0852	0.6761	-1.0889	-0.1458	1.2683	0.4658	-0.2812
ACOT1	641371	1.9286	-0.4349	-0.237	0.3491	-1.3798	-0.5518	0.715	0.8345	-1.2238
ACOT2	10965	2.0744	-0.2409	-0.4721	0.4081	-1.3742	-0.6505	0.6451	0.6553	-1.0451
ACOT4	122970	-0.7858	-1.9103	0.4876	0.7932	-0.8301	0.5684	-0.2317	1.654	0.2546
ACOT6	641372	0.874	0.2453	-1.598	1.2702	-0.3077	0.8126	0.3205	0.1517	-1.7686
ACOT7	11332	1.8154	1.4379	-1.1884	-1.1423	-0.7548	-0.0307	-0.3554	0.4245	-0.2063
ACOT8	10005	0.552	-0.0072	-2.6552	-0.0314	0.0867	1.0412	0.6001	0.4378	-0.0241
ACOT9	23597	-0.0403	0.9481	2.1072	-1.2484	0.5243	-0.2975	-0.5198	-0.3004	-1.1732
ACOX1	51	0.8526	-1.8559	1.6131	0.0242	-0.763	-1.008	0.3202	0.718	0.0988
ACOX2	8309	1.4156	-1.2614	-0.9076	0.9117	-0.639	-0.2066	1.676	-0.5178	-0.471
ACOX3	8310	1.6084	0.2259	-0.0069	-0.8744	-1.3271	-0.9327	0.1118	1.6558	-0.4608
ACOXL	55289	0.9377	-0.5679	-2.9136	-0.8829	-0.945	-2.9136	-2.9136	1.458	-2.9136
ACP1	52	0.8761	-0.8913	-0.9478	1.3358	-1.7712	-0.1119	1.0266	0.7081	-0.2245
ACP2	53	1.9143	-1.2572	-1.5459	0.1193	-0.3606	0.8095	0.7019	-0.1763	-0.2051
ACP5	54	-1.6183	1.8895	-0.2723	1.2196	0.2536	-0.1386	-0.5984	-0.8861	0.151
ACP6	51205	1.1615	0.6205	-1.6828	1.4915	-0.6523	0.8287	-0.7192	-0.3989	-0.649
ACPL2	92370	1.8477	0.219	-1.2689	-0.6063	-0.3999	-0.8979	-0.6447	1.4435	0.3074
ACPP	55	-0.6196	0.9535	0.6873	-3.0125	-1.4738	-1.451	0.611	0.0348	1.2579
ACPT	93650	0.643	-5.2725	-5.2725	-5.2725	-5.2725	-1.4123	-5.2725	-5.2725	0.7694
ACR	49	1.1998	1.8775	-0.7262	0.7153	0.0261	-0.532	-0.4769	-0.6452	-1.4384
ACRBP	84519	-0.3094	0.8558	-1.9462	0.4218	0.8782	0.4844	-0.6897	-1.0047	1.3099
ACRC	93953	-0.5448	0.731	0.7343	1.6612	0.6957	-1.9474	-0.3953	-0.4838	-0.451
ACRV1	56	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSBG1	23205	-0.1	-3.3199	1.2839	-0.6627	-0.731	1.2566	-1.8575	0.335	0.4757
ACSBG2	81616	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSF2	80221	0.9781	0.3197	-1.0143	-1.5971	-0.1839	-1.2103	0.5566	0.7298	1.4214
ACSF3	197322	0.8204	-0.911	-1.4229	0.8211	1.9495	-0.9599	-0.2672	-0.062	0.032
ACSL1	2180	0.3708	-2.0529	0.3118	0.539	-0.433	-0.8284	0.8877	-0.3651	1.5701
ACSL3	2181	-1.2876	-1.3849	1.9967	0.378	-0.1822	-0.0378	-0.123	-0.4004	1.0413
ACSL4	2182	-1.6392	-0.4997	1.1336	-0.4209	-0.435	0.996	0.8904	1.1334	-1.1587
ACSL5	51703	-0.3118	-1.1714	1.3585	-0.3723	0.0275	-1.3173	-0.0691	-0.0927	1.9486
ACSL6	23305	1.0749	-1.4422	-0.7544	-0.9265	-0.0862	-0.8074	1.7015	0.5385	0.7019
ACSM1	116285	2.0858	-0.4168	-0.5732	-0.5296	-1.1079	-0.3176	-0.7574	0.2348	1.3819
ACSM2A	123876	0.8178	-2.5287	-0.1011	0.1154	-0.0322	-0.1804	1.2952	0.2237	0.3903
ACSM2B	348158	1.6277	-1.3836	-0.7977	-0.4999	-0.6998	-0.6431	0.9059	0.1469	1.3434
ACSM3	6296	1.0855	-1.8485	-0.1985	0.1456	-0.6522	-0.8897	1.539	-0.0505	0.8694
ACSM4	341392	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSM5	54988	0.4052	-0.9027	0.6498	1.3857	-0.4474	-2.2359	0.2184	0.4298	0.497
ACSS1	84532	-0.653	0.5115	-0.8216	-0.3237	0.8796	0.2088	-0.8323	-1.1416	2.1723
ACSS2	55902	0.8375	0.1579	-0.9061	-1.0362	0.1214	1.6351	1.1298	-0.4531	-1.4863
ACSS3	79611	-0.5721	-0.7284	-0.4016	-1.2423	0.1644	-0.8955	1.8532	1.418	0.4044
ACTA1	58	-0.2746	1.5935	-9.2607	-9.2607	-0.1516	-9.2607	-1.1673	-9.2607	-9.2607
ACTA2	59	-1.093	0.5932	0.9985	0.4266	0.2344	1.5979	-0.1569	-1.6608	-0.9398
ACTB	60	-1.3932	0.1481	2.2293	0.4393	-0.2302	-0.0947	0.0945	-1.3355	0.1424
ACTBL2	345651	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTC1	70	-2.8589	-2.8589	-1.2186	-2.8589	1.2308	-0.0121	-2.8589	-2.8589	-2.8589
ACTG1	71	-2.3892	-0.3545	0.6523	-0.6196	0.1176	0.6346	0.1687	0.5015	1.2885
ACTG2	72	-1.6022	0.2776	0.4959	0.4887	1.1642	1.2201	0.2639	-1.5372	-0.7711
ACTL6A	86	-1.2364	0.675	-0.6135	0.6236	0.3893	0.9101	-1.1655	1.5916	-1.1742
ACTL6B	51412	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL7A	10881	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL7B	10880	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL8	81569	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL9	284382	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTN1	87	-1.2779	0.7487	1.0863	-0.812	-0.0942	0.8116	-0.4187	-1.4577	1.4139
ACTN2	88	-0.985	0.1043	-2.3016	-1.4282	0.8444	1.834	0.158	-0.8714	0.3439
ACTN3	89	-4.0922	-4.0922	1.0	-4.0922	-4.0922	-4.0922	-1.0	-4.0922	-4.0922
ACTN4	81	-1.1239	0.1091	1.8126	0.1164	0.5516	0.9194	-0.0922	-0.5813	-1.7117
ACTR10	55860	1.7646	-1.7298	-0.7611	0.3699	-0.6282	-0.4295	-0.1199	1.2187	0.3151
ACTR1A	10121	0.698	0.8905	-0.1116	-1.8217	1.3296	-0.5605	-0.4791	1.0461	-0.9914
ACTR1B	10120	-0.2187	1.1897	0.8768	-1.3038	-0.7703	-1.4987	0.01	1.4732	0.2418
ACTR2	10097	-0.8736	-0.8387	0.9468	-1.9348	0.601	-0.2161	0.5709	1.4371	0.3074
ACTR3	10096	-1.9163	-0.525	2.1928	0.2268	-0.1831	0.1785	0.171	-0.2811	0.1364
ACTR3B	57180	0.086	0.7126	0.4089	-0.4566	0.2162	0.4248	-1.4419	1.7282	-1.6781
ACTR3C	653857	1.0899	-1.4881	-0.4673	-0.3573	-1.6365	0.094	0.8204	0.99	0.9548
