Composite.Element.REF	TCGA-3X-AAV9-01	TCGA-WD-A7RX-01	TCGA-3X-AAVC-01	TCGA-W5-AA34-01	TCGA-W5-AA33-01	TCGA-4G-AAZT-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y5-01	TCGA-ZH-A8Y6-01	TCGA-W5-AA36-01	TCGA-YR-A95A-01	TCGA-ZH-A8Y8-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA2O-01	TCGA-W5-AA2Q-01	TCGA-W5-AA2R-01	TCGA-W5-AA2U-01	TCGA-W5-AA2W-01	TCGA-W5-AA2X-01	TCGA-W5-AA2Z-01	TCGA-W5-AA30-01	TCGA-W5-AA31-01	TCGA-W5-AA38-01	TCGA-W5-AA39-01	TCGA-3X-AAVA-01	TCGA-W6-AA0S-01	TCGA-W5-AA2I-01
PRKAA1|AMPK_alpha	1.102119634	0.712005831	0.8217371	1.13819837	0.199574792	0.977014077	0.98000447	0.752267471	1.32042256	1.069351262	0.583483129	1.276405209	0.938785096	0.410076415	0.583689369	1.208106644	1.116009727	0.871365335	0.659615142	0.669691296	0.872710831	0.780487294	1.003123258	1.173462002	1.001239293	0.863014851	1.368392652	0.6191287	0.825135411	1.46004973
PRKAA1|AMPK_pT172	2.650082932	1.759699719	3.028621202	2.457022505	2.20595666	2.726849985	2.954336527	2.522531992	3.153814511	2.082147939	1.699243312	3.101608974	2.575609154	0.809232476	1.62542639	1.638573084	2.628552863	2.637646659	2.687054998	2.480644244	2.947953355	0.609453595	2.755538422	3.014946149	2.754425791	2.417696765	0.164833829	1.982424106	2.766607537	1.126500594
AR|AR	-1.049824225	-1.532413403	-1.080195684	-0.638901056	-0.808610878	0.23246495	-1.54588815	-1.448667532	-0.259030195	-0.818022808	-0.524402116	-0.506121014	-0.822298531	-0.922266836	-0.637054808	-1.022622267	-0.731898165	-0.914905468	-0.691216782	-1.449080356	-0.523244277	-1.130792913	-1.519810123	-1.323358752	-0.897405432	-1.267833222	0.57866118	-0.980099492	-1.277189987	-0.810895976
ASNS|ASNS	0.028330403	-0.299096705	1.421225906	-0.316312302	-0.557615558	-0.172842122	0.390415157	3.932547937	-0.913949591	-0.924237134	-0.728371635	-0.367582368	0.21791192	-0.29936316	-0.07978123	-0.447177932	-0.52560226	0.552094557	1.255612938	0.280877107	0.242790279	0.791405265	-0.427597598	-0.091739666	-0.282856258	1.336623797	-0.689323605	-0.285032385	0.286132964	1.12240891
ATM|ATM	2.148604501	2.111295982	0.735271819	1.667529549	1.131834566	1.859871133	2.075392771	2.004568221	1.411106156	2.251457522	1.10824256	3.010792082	2.050828527	1.035781391	1.657534313	1.351957893	1.987463365	1.846411364	2.676478964	2.058009301	3.330353271	1.358462183	2.063869511	2.002581674	1.356318552	2.712556927	0.797922207	2.039776484	2.37310828	1.00201107
BAK1|Bak	1.602302803	1.185144337	0.891761915	1.646307889	2.28804679	1.406848111	0.980703796	1.123024607	0.953723767	1.520076866	2.051545127	1.523699868	1.156924319	1.671270215	1.576348886	2.001638673	1.279787573	1.407870744	1.761162858	1.296861249	0.946950113	1.859006808	1.480778115	1.261001869	1.67542866	1.194908154	3.352351667	1.812982487	1.276338727	1.866163026
BAX|Bax	1.758050083	1.905460707	1.62245879	2.103582147	0.59456945	1.556359327	1.905616351	1.077529172	2.039678303	1.456515963	0.63869786	1.392486986	1.538415775	1.337745731	1.143033645	0.691202593	1.069517747	1.092627167	1.048782384	1.041496263	1.590446237	1.180532534	1.312017435	1.588587068	2.321534127	2.159106785	1.110641031	1.05039064	1.32395922	2.237322832
BCL2|Bcl-2	-0.506882651	-0.709652949	-1.202071711	-0.813984551	-0.033454807	-0.365752368	-0.513212518	-1.290080175	-1.125939216	-0.785926224	-0.300829732	-0.987434945	-0.83340865	-0.263645033	-0.540466986	-0.888527174	-1.018415648	-1.118341178	-0.286234456	-0.82725798	-1.050556305	-1.029510543	-1.035459863	-0.737473277	-0.729196003	-0.516066691	-0.759253584	-0.347879944	-0.792440737	-0.75308463
BCL2L1|Bcl-xL	0.150487064	-0.016043242	-0.159406458	0.359733272	-0.85666496	0.763565828	0.281986124	0.554438517	0.22041788	0.648706972	-0.587250027	0.15061676	0.68017677	-0.356134925	-0.049538982	-0.32120866	0.329969063	0.98835387	-0.124436831	0.1656217	0.198386563	0.140071789	0.407743631	0.064958171	0.421147963	0.119328435	-0.420935182	-0.290102244	0.86289639	0.367112586
BECN1|Beclin	-0.29773352	-0.534165374	-0.684500195	-0.582936223	-0.097754571	-0.630438178	-0.560033871	-0.342082577	-0.198299793	-0.176161879	0.011756865	-0.431712659	-0.66400801	-0.338691295	-0.368292841	0.909778216	-0.450729443	-0.638386647	-0.155978325	-0.608909111	-0.302366247	-0.046829299	-0.73587016	-0.619087054	-0.390870925	-0.550822631	-0.157067702	-0.18326943	-0.629837894	-0.122290315
CTNNB1|beta-Catenin	0.744364007	1.526848839	1.461181497	-0.240499928	1.825516649	1.990273409	2.019105391	1.847210478	2.072198602	2.733423486	2.333334323	1.95785594	2.147690172	1.596087433	1.963898021	-0.285292591	1.569796792	2.593756823	2.148074378	1.650627681	2.359739885	1.067271278	1.724379707	1.44159487	2.322975828	2.308657858	0.775655614	2.138256959	2.327016225	-0.624193502
BID|Bid	0.992093377	0.601624385	0.763344528	0.833741948	0.131337627	0.765559883	0.972489536	0.837110781	0.69739048	0.797373424	0.315964126	0.616046187	0.680581694	0.426237032	0.452580166	1.827992593	0.684321631	0.80035131	0.585181178	0.53156915	0.567832684	1.367322988	0.756162753	0.605910901	0.857068785	0.64169403	0.417395932	0.337574032	0.835283088	1.241018693
BCL2L11|Bim	0.168859926	0.610330938	-0.035801452	0.691719556	0.093292286	0.389725078	0.538799166	0.27211971	0.27579946	0.530926364	-0.023373421	0.119405101	0.764988446	-0.061537665	0.699780072	-0.499997811	0.021869492	0.258831279	0.172417513	0.276445835	-0.200016444	0.571272732	-0.093897617	0.863488383	0.787916053	0.780995532	0.043417136	0.227873395	0.124398714	0.043343597
JUN|c-Jun_pS73	-0.590173956	-0.600677336	-0.879713818	-0.191164135	0.256844458	-0.639102849	-0.703011379	-0.705154729	-1.078830157	-0.67602506	0.016091842	-0.60034965	-0.680380299	0.010208219	-0.146971521	-0.820885549	-0.866075407	-0.665820926	-0.257557157	-0.341453469	-0.809502367	-0.607274145	-0.86605386	-0.646914159	-0.7016452	-0.661008816	-0.209567737	-0.095823028	-0.838540711	-0.63763973
KIT|c-Kit	0.646362519	-0.107500982	-0.625063005	-0.071889454	0.150884918	-0.035813256	-0.467001333	-0.5848899	-0.437931178	-0.154176179	-0.025110192	-0.421520801	-0.477385236	0.025449162	-0.084806795	0.143036936	-0.386907487	-0.285156712	-0.187117841	-0.411774528	-0.322860631	0.805238322	-0.638264996	-0.346077244	-0.023146745	0.343084584	0.088617885	0.021779693	-0.424861005	0.082768594
MET|c-Met_pY1235	0.732101025	0.426031822	0.401008181	0.702096868	0.371534283	0.480191913	0.442851734	0.550652443	0.424185504	0.535358945	0.367925886	0.483388953	0.464008542	0.511746945	0.395989198	0.785036058	0.479585144	0.540819829	0.467707882	0.358133908	0.40463831	0.810085726	0.362754625	0.452624551	0.62283417	0.297218193	0.742004175	0.410744025	0.369002931	0.912491819
MYC|c-Myc	0.922282338	0.114643417	-0.278666651	0.778522685	0.793330758	0.702411522	-0.047483881	0.307945001	-0.057228432	0.950923206	0.769497829	0.383385786	0.1607344	0.57847827	0.438935012	0.398499498	0.148334935	0.730228611	0.494637972	0.159050771	0.436570318	1.509084903	-0.207438572	0.155041752	0.540555964	-0.281674098	2.585014021	0.605892623	0.276250196	0.727247534
RAF1|C-Raf	0.995106906	0.734686607	0.965384894	0.421796395	0.460575959	0.690217108	0.793173769	0.943308633	0.564777078	0.863563089	0.671725127	0.862112208	0.756456116	0.405746793	0.812138115	1.075959687	0.698638552	0.860596693	0.809120977	0.682001358	0.839440768	0.840542286	0.556847766	0.699127139	0.700481306	0.709549582	0.792250144	0.625861007	0.864864259	0.69966553
RAF1|C-Raf_pS338	0.616486827	0.151399881	0.300571191	0.570892345	0.110149624	0.195050319	0.157429872	0.265948992	0.080321561	0.236652836	0.176789416	0.111644083	-0.058336711	0.186368445	0.028634502	0.773972275	-0.012595002	0.119010433	0.059720007	-0.007231684	-0.200042412	0.706836076	-0.108275317	0.026182215	0.210932048	-0.255813092	0.230962246	-0.050239123	-0.020788777	0.617132255
CASP7|Caspase-7_cleavedD198	0.339381781	0.246074469	1.027041097	0.130581375	-0.499811222	-0.905786554	-0.888755326	-0.860065892	-0.799808958	-0.854279219	-0.529198331	-0.822180174	-0.893625414	-0.6672825	-0.634102624	0.423562927	-0.902989214	-0.646565972	-0.375087139	-0.411404927	0.118004351	-0.129731143	1.114179121	-0.715775415	-0.657309218	-0.721557523	-0.706634344	-0.764079225	-0.473856144	0.713375354
CAV1|Caveolin-1	1.587425459	0.934329713	1.347238619	0.914945375	0.488037305	0.754756453	1.399794326	0.611020736	1.415534303	1.443409705	0.634371734	0.544250072	0.172048133	0.712805827	0.62025224	3.765280483	0.725243753	1.205037189	1.007240167	1.124659467	0.324339818	0.426970568	0.765806797	0.839919425	1.38881228	1.122121162	0.723220217	1.176822308	2.695114994	1.850699679
PECAM1|CD31	-0.917004822	-1.291709359	-1.333670259	-0.85672086	-0.388653536	-1.122262466	-1.472478191	-0.897937947	-1.503183639	-1.198353422	-0.547051129	-1.088831184	-1.353709523	-0.611460239	-0.783107584	-1.061170367	-1.276414221	-1.055364642	-0.850231001	-1.295132707	-1.28784565	-1.032143513	-1.44220978	-1.199181219	-0.99044761	-1.522853338	-0.634041835	-0.762423017	-1.136155998	-0.867341352
ITGA2|CD49b	0.538469115	-0.811645604	-0.79547182	0.682875403	-0.424811637	-0.001018812	-0.49099317	0.245614889	-0.625088527	0.065101169	-0.482705326	-0.714594436	0.037503568	0.231659683	-0.194880772	-1.188397101	0.168148733	0.14410819	-0.534119933	-0.723996476	-0.263799136	-0.610620998	0.832205707	-0.541373606	1.286534481	0.195286415	0.210222953	-0.11560675	0.569740731	1.152570027
CDK1|CDK1	0.283689015	0.059308897	0.185229213	0.295745729	0.283037031	0.166027596	-0.077196416	0.128158397	-0.102288983	0.265129094	0.348076736	-0.0101865	0.037230639	0.206346148	0.071135154	0.291759221	-0.017986758	-0.033355657	0.056283116	0.012568064	0.044281551	0.482053148	-0.173249951	0.142071608	0.080880608	-0.208149112	0.594378424	0.216934297	-0.06749116	0.293100089
CHEK1|Chk1	-0.621039542	-0.583766095	-0.533996608	-0.558895059	-0.65920431	-0.643627953	-0.607798245	-0.584136028	-0.610025153	-0.538779407	-0.651002316	-0.557061845	-0.532957086	-0.603263792	-0.553106275	-0.53768234	-0.53397677	-0.622351138	-0.664533348	-0.622956595	-0.527140663	-0.523774341	-0.670118227	-0.517743095	-0.640881689	-0.481906037	-0.562372956	-0.642556226	-0.624198208	-0.576851749
CHEK1|Chk1_pS345	-0.395182674	-0.584861602	-0.561141582	-0.211066914	-0.154982676	-0.416592636	-0.633967725	-0.662499781	-0.582894176	-0.687089396	-0.115985898	-0.450106629	-0.474427753	-0.279475894	-0.298711048	-1.31765015	-0.506147574	-0.549879428	-0.433953509	-0.618517665	-0.479302615	-0.595797364	-0.715667725	-0.376118052	-0.558445862	-0.622655246	-0.369467084	-0.335736402	-0.404445837	-0.34697496
CHEK2|Chk2	-0.425642301	-0.829373397	-0.039755405	-0.583254958	-0.520134911	-1.139334794	-0.708048434	-0.951696171	-0.521386015	-0.845500809	-0.36898672	-0.805126664	-0.950191679	-0.191075493	-0.437248143	-1.518644661	-0.15775677	-1.137642993	-0.612143177	-0.48778189	-0.453008075	-0.736615402	-0.835237028	-0.532906353	-0.47863662	-0.227573029	-0.530886024	-0.376069624	-1.175114855	0.135590064
CHEK2|Chk2_pT68	0.212165645	-0.308990501	-0.308506625	0.082564835	-0.364859884	-0.291424128	-0.109553484	-0.252993961	-0.480748675	-0.254610097	-0.237531182	-0.395469103	-0.421193389	-0.340204734	-0.39574416	-0.330361711	-0.454572663	-0.417111006	-0.299367643	-0.577807134	-0.576903406	0.443811078	-0.452046929	-0.402049913	-0.190301803	-0.635312544	-0.241071079	-0.36441494	-0.431538239	0.25053409
BIRC2 |cIAP	0.888351551	0.54920584	0.824198577	0.91848602	0.313962863	0.70631529	0.434639641	0.419639571	0.659241719	0.72986918	0.242768198	0.720023291	0.358914626	0.413975208	0.652739918	0.599211349	0.877097854	0.298753292	0.779867169	0.658225967	0.836616966	0.441587346	0.629146894	0.654815798	0.99886803	0.352572892	1.857785872	0.366333048	0.854085551	1.030100871
CLDN7|Claudin-7	1.051107938	0.860942677	2.645964267	2.979846835	0.430988842	1.68411954	1.236854167	1.729567285	0.7647367	2.172181254	0.450501269	1.757833469	2.041890029	2.207711606	0.767517899	-0.304910574	2.029789711	2.775531174	0.083364157	2.249241037	1.002919772	1.395249828	1.610430674	1.891655709	1.846029614	1.109217258	1.40032826	0.349614827	2.295358272	1.641771722
COL6A1|Collagen_VI	0.577440598	0.166804008	0.08187158	0.401244104	0.217249793	0.192060238	0.558383288	0.194800053	0.222144546	0.163392862	0.289429464	0.061762947	0.39246781	0.381382276	0.204007099	2.252349966	0.206253268	-0.031591123	0.362346623	0.084496944	0.055274882	0.4137885	0.109303904	0.173959373	0.417451017	0.079257173	0.431035196	0.282647429	0.176668808	0.876157267
CCNB1|Cyclin_B1	-0.105136676	0.853436625	1.2648135	1.264052284	0.561160227	-0.660761895	-0.164004942	0.105834489	-0.393490587	0.324511639	0.383166823	0.67038748	-0.714336814	0.655492788	0.592193017	-0.324687814	0.660895714	-0.093103399	0.318855648	0.627314846	0.558285821	0.685596323	0.265153263	0.424778948	0.39654191	0.427989623	0.60115552	0.387452921	0.575975096	0.504151884
CCND1|Cyclin_D1	0.215547255	-0.050287206	0.103583841	0.071743	-0.138751586	-0.0214979	0.198144505	0.054492349	-0.033489127	-0.112977502	-0.019609961	-0.145472394	-0.075914824	-0.03505915	0.053427162	0.44518826	-0.166782433	-0.195353973	0.271210674	-0.171757961	-0.211686295	0.243735732	-0.061036212	-0.228226597	0.126003064	-0.020968006	0.165528201	-0.057519686	-0.059897623	0.369657937
CCNE1|Cyclin_E1	-0.57415674	-0.163733556	-0.874299375	0.381101722	-0.29769636	-1.328306252	-1.127822624	-1.407305737	-0.026118618	-0.834726165	-0.42182362	-0.812699618	-1.152862482	-0.195768956	-0.555047999	-1.512253298	-0.381951407	-1.116381794	-0.344817414	-0.654684495	-0.653594896	-1.176955633	-0.651220802	-0.416173755	-0.656496	0.220689254	-0.42780347	-0.377689262	-0.237252316	-0.013124402
PARK7|DJ-1	1.162021071	0.826784935	0.669728121	1.131737905	0.355007579	0.693914854	0.569800249	0.086293056	0.778503578	0.781970984	0.551010422	0.443138438	0.605838325	0.490120619	0.620837389	1.201235287	0.792499137	0.562459639	0.266730234	0.526430656	0.171302392	0.136344461	0.985666289	0.789285069	0.89448536	0.233201602	0.820437875	0.446898679	0.712521931	1.1820645
DVL3|Dvl3	0.161650905	0.651700047	0.102901368	0.12278732	0.241741433	0.59933024	0.118470384	0.477987323	0.36501541	0.958181335	0.422573321	1.662838503	0.766185607	0.352456764	0.729114954	-0.691105842	0.810240511	0.7875205	0.333279725	0.472193619	0.311518591	0.038621073	0.658262426	0.656525933	1.244205652	0.412730826	0.113934584	0.306126195	0.561468387	0.42202628
CDH1|E-Cadherin	0.296783807	0.837739922	1.149056558	0.64097015	1.111731047	1.017893872	1.24034629	1.573874966	0.704325694	2.150428913	1.077828271	1.870305062	2.089595973	0.572588817	1.425822442	-1.08465336	1.617100661	1.639598422	0.349657665	1.73255478	2.25600303	0.955921843	1.145235044	1.199109485	1.358444572	1.353278775	0.716817505	1.393368547	1.538134995	-1.201408049
EEF2|eEF2	0.747264802	1.092449139	0.812861214	1.436311188	0.35247054	0.790588663	0.378171479	0.619855924	1.327912058	0.596491445	0.382503988	1.12470465	1.022860043	0.583362869	0.687395775	-0.515121315	1.443667674	0.509677365	0.626085609	0.689668482	0.565361311	0.226833524	0.864684803	0.873204253	1.544818959	1.034558927	0.898848295	0.710873919	1.008459326	0.645658691
EEF2K|eEF2K	-1.099211097	-0.771512785	-0.968519902	-0.827010104	0.212947365	-0.441708821	-1.374301811	-0.564187	0.029383072	-0.11621383	0.360952773	0.375044493	0.281245546	-0.288643319	0.504248137	-1.141562774	1.326218565	0.39627976	0.00810452	-0.693164657	-0.236948037	-1.090095053	-0.211583408	-0.414424018	-0.343527949	-0.238323714	-0.646036222	-0.090915057	0.194986576	-1.507684159
EGFR|EGFR	0.156431521	0.311723318	-0.063411576	-0.027478043	0.214945573	0.560922342	0.098709122	0.080053649	0.327989301	0.406120162	0.321266896	0.140023314	0.568527836	0.049468058	0.670571295	0.707407081	0.640979258	0.068221135	0.157020248	-0.027233446	0.228791868	0.244202299	0.323791701	0.079971571	0.028788901	0.418948165	0.227959628	0.23524687	1.121342088	0.497497634
EGFR|EGFR_pY1068	-1.832299251	-1.835684243	-2.181948388	-1.465925202	-0.34957253	-1.795182917	-2.140912944	-2.096536099	-2.246001558	-1.936853378	-0.677445526	-1.762074293	-2.065239504	-0.915451457	-1.151142147	-2.221945696	-1.779852487	-1.733972007	-1.40044211	-1.57836868	-1.975929635	-1.713362815	-2.0607712	-1.817077343	-1.919278273	-2.358896646	-1.292467633	-0.993181982	-1.976127307	-1.759205215
EGFR|EGFR_pY1173	0.674071256	0.389033798	0.446051355	0.656371698	0.109546262	0.549360466	0.403947262	0.537825093	0.402698307	0.58739722	0.249188615	0.543527703	0.464523143	0.383689471	0.376069751	1.398923135	0.518737962	0.508017921	0.30374742	0.383152244	0.447249156	0.707643454	0.482873929	0.450363465	0.591158912	0.349290313	0.651122217	0.345971019	0.496047737	0.835294788
EIF4E|eIF4E	1.008279657	0.694746228	0.836280273	1.310225002	0.34566036	0.479244963	0.421774362	0.440916473	0.394645558	0.54921357	0.281046627	0.770848635	0.557554054	0.411189096	0.196342202	0.269555628	0.589760744	0.377463217	0.150561279	0.45643428	0.077784886	0.128517687	0.629990555	0.814725775	0.741415567	-0.020558809	0.242977567	0.129114312	0.334906679	-0.086334717
ESR1|ER-alpha	-1.324038729	-1.507498921	-1.938468057	-1.141736673	0.202934283	-1.570594186	-1.64790813	-1.744676229	-1.841694724	-1.656465048	-0.046171995	-1.49476315	-1.7849026	-0.685055686	-0.78769163	-0.508577088	-1.855538386	-1.465040497	-1.023155408	-1.604634068	-1.905171807	-1.143628074	-1.952481604	-1.482148509	-1.561033123	-2.027189849	-1.064039378	-0.575179688	-1.780949949	-1.234930948
ESR1|ER-alpha_pS118	-0.304545692	-0.385256742	-0.46747163	0.117081644	-0.482024557	-0.052033295	-0.46536913	-0.456943021	-0.327469076	0.047794299	-0.283567722	0.224957168	-0.217771908	-0.256169783	-0.00443517	-0.03135935	0.243797801	0.135094601	-0.269802076	-0.262170907	0.129036776	-0.315950206	-0.455590454	-0.213565417	-0.143507758	-0.347713354	0.801995656	-0.241022781	-0.211797975	0.107085202
MAPK1|ERK2	1.637233909	1.169911947	1.005862755	1.340230322	1.699564438	1.096754086	0.685187575	0.845921901	0.729669521	1.302745141	1.435701154	1.340410658	1.023353962	1.223868868	1.13326119	1.623626317	1.463619932	0.997767556	1.153197563	0.907702596	0.918075388	0.813078427	0.890365018	1.240586751	1.269344499	0.889710616	2.18311821	1.401692261	1.021016928	1.501087239
FN1|Fibronectin	0.538297704	-0.408302926	0.411058062	0.822112457	-0.769474827	-0.301263174	0.73277773	0.832593175	0.234113471	1.543024794	-0.712469249	0.705281691	0.449633824	1.083499753	0.493620941	0.481751778	0.004359085	0.28106335	-0.20218329	-0.61961167	-0.0503925	1.759757664	-0.223277878	-0.718561799	1.346059011	-0.057805458	0.631932399	-0.084208806	-0.456659172	2.121215915
FOXO3|FOXO3a	-0.076026609	-0.289082195	-0.49169228	0.166927907	0.336086233	-0.486343391	-0.360664501	-0.489412105	-0.431103645	-0.131513395	0.221481656	-0.3080742	-0.421533009	0.163066543	0.110697383	0.148817677	-0.409317469	-0.297436953	-0.075848229	-0.424130388	-0.468265747	-0.012591864	-0.618733511	-0.363618739	-0.155123299	-0.702358021	0.183807562	0.144154781	-0.550243177	-0.011237022
GAB2|GAB2	0.407040166	0.136303148	0.911972068	-0.28215492	0.132738344	0.320403353	0.602837398	1.319876633	0.86403915	1.143494859	0.07110243	1.324328051	0.901764947	0.694041895	1.227956788	0.479856169	0.715674938	0.665450718	1.437919929	0.917111367	1.920978345	2.662165481	0.845118033	0.687873095	0.86973839	1.59423484	0.316660471	0.657630317	1.079695388	-0.478851389
GATA3|GATA3	0.2436863	-0.01869407	-0.274754965	0.12958963	0.45617123	-0.017021321	-0.181452217	-0.093154418	0.032450014	0.129132797	0.402165612	-0.018465995	-0.136053468	0.255455493	0.21964295	1.409462299	0.000562226	-0.104436643	0.292985801	-0.137625656	0.062967494	-0.176845924	-0.566169469	-0.140690646	0.137754833	-0.068046509	0.07089479	0.256414263	-0.419907839	-0.019175728
GSK3A GSK3B|GSK3-alpha-beta	1.138996547	0.889942255	0.902242959	1.29908535	0.01093612	0.997493602	0.824907871	0.552340216	1.487265068	0.974828767	0.107150258	0.734466265	0.885674275	0.472355289	0.434049112	0.187715094	0.757840265	0.574480123	0.446819913	0.579350987	0.82375144	0.209722792	0.780893148	1.214305744	1.053404208	0.883232539	0.904186727	0.44121848	0.881359942	1.438334158
GSK3A GSK3B|GSK3-alpha-beta_pS21_S9	1.327912694	1.62362078	1.449876268	1.067625919	1.915259475	0.979140124	1.424496777	1.178794859	0.871211352	0.746268729	1.532697272	0.935434807	0.313349391	1.377152573	0.779969136	0.281917098	0.476433553	0.780589854	1.19431858	1.259591011	0.902650612	1.06291792	1.097599961	1.30861731	0.867375625	1.586608845	1.796486215	1.423592262	0.968004712	1.126156933
ERBB2|HER2	-0.166346617	0.046442128	-0.317498652	-0.159184545	0.738269707	1.06227696	0.511317418	0.183902772	0.149397102	0.667918606	0.695163563	1.363570373	1.190172799	0.052138504	0.264767707	0.35705852	0.981720345	0.776724435	0.164843596	0.148341605	0.086259136	0.104718354	0.510931777	0.712535569	-0.095545507	-0.022583277	-0.388189701	0.272701743	0.640623521	0.125905892
